LAST SEEN   TYPE      REASON                         OBJECT                                                   MESSAGE
2m32s       Normal    SuccessfulRescale              horizontalpodautoscaler/merchant-catalog-service         New size: 4; reason: cpu resource utilization (percentage of request) above target
2m32s       Normal    SuccessfulCreate               replicaset/merchant-catalog-service-568bf45885           Created pod: merchant-catalog-service-568bf45885-cpr7h
2m32s       Normal    Created                        pod/api-gateway-7ddddc4f8f-x6qmd                         Container created
2m32s       Normal    Pulled                         pod/api-gateway-7ddddc4f8f-x6qmd                         Container image "ghcr.io/puaa-team/aituan/api-gateway:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m32s       Normal    Created                        pod/api-gateway-7ddddc4f8f-tbghr                         Container created
2m32s       Normal    Pulled                         pod/api-gateway-7ddddc4f8f-tbghr                         Container image "ghcr.io/puaa-team/aituan/api-gateway:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m31s       Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-d9fq4         Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
2m31s       Normal    Created                        pod/identity-asset-service-8648977489-lbk6h              Container created
2m31s       Normal    Created                        pod/merchant-catalog-service-568bf45885-cpr7h            Container created
2m31s       Normal    Started                        pod/engagement-platform-service-7b6df4855b-d9fq4         Container started
2m31s       Normal    Created                        pod/engagement-platform-service-7b6df4855b-g4qzm         Container created
2m31s       Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-g4qzm         Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
2m31s       Normal    Started                        pod/engagement-platform-service-7b6df4855b-g4qzm         Container started
2m31s       Normal    Pulled                         pod/merchant-catalog-service-568bf45885-cpr7h            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
2m31s       Normal    Started                        pod/merchant-catalog-service-568bf45885-cpr7h            Container started
2m31s       Normal    Created                        pod/engagement-platform-service-7b6df4855b-d9fq4         Container created
2m31s       Normal    Started                        pod/api-gateway-7ddddc4f8f-tbghr                         Container started
2m31s       Normal    Started                        pod/identity-asset-service-8648977489-lbk6h              Container started
2m31s       Normal    Pulled                         pod/identity-asset-service-8648977489-lbk6h              Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
2m30s       Normal    Started                        pod/engagement-platform-service-7b6df4855b-g4qzm         Container started
2m30s       Normal    Created                        pod/engagement-platform-service-7b6df4855b-g4qzm         Container created
2m30s       Normal    ScalingReplicaSet              deployment/trade-fulfillment-service                     Scaled up replica set trade-fulfillment-service-57cc4f96c from 1 to 3
2m30s       Normal    Pulled                         pod/merchant-catalog-service-568bf45885-cpr7h            Container image "ghcr.io/puaa-team/aituan/merchant-catalog-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m30s       Normal    Created                        pod/merchant-catalog-service-568bf45885-cpr7h            Container created
2m30s       Normal    Started                        pod/merchant-catalog-service-568bf45885-cpr7h            Container started
2m30s       Normal    SuccessfulRescale              horizontalpodautoscaler/trade-fulfillment-service        New size: 3; reason: cpu resource utilization (percentage of request) above target
2m30s       Normal    Created                        pod/engagement-platform-service-7b6df4855b-d9fq4         Container created
2m30s       Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-d9fq4         Container image "ghcr.io/puaa-team/aituan/engagement-platform-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m30s       Normal    SuccessfulCreate               replicaset/trade-fulfillment-service-57cc4f96c           Created pod: trade-fulfillment-service-57cc4f96c-hqfvj
2m30s       Normal    Started                        pod/engagement-platform-service-7b6df4855b-d9fq4         Container started
2m30s       Normal    SuccessfulCreate               replicaset/trade-fulfillment-service-57cc4f96c           Created pod: trade-fulfillment-service-57cc4f96c-5pr7c
2m30s       Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-g4qzm         Container image "ghcr.io/puaa-team/aituan/engagement-platform-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m29s       Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-hqfvj            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
2m29s       Normal    Pulled                         pod/identity-asset-service-8648977489-lbk6h              Container image "ghcr.io/puaa-team/aituan/identity-asset-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m29s       Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-5pr7c            Container created
2m29s       Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-5pr7c            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
2m29s       Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-hqfvj            Container created
2m29s       Normal    Started                        pod/identity-asset-service-8648977489-lbk6h              Container started
2m29s       Normal    Created                        pod/identity-asset-service-8648977489-lbk6h              Container created
2m29s       Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-5pr7c            Container started
2m28s       Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-hqfvj            Container started
2m27s       Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-5pr7c            Container image "ghcr.io/puaa-team/aituan/trade-fulfillment-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m27s       Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-5pr7c            Container started
2m27s       Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-hqfvj            Container image "ghcr.io/puaa-team/aituan/trade-fulfillment-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m27s       Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-hqfvj            Container created
2m27s       Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-5pr7c            Container created
2m27s       Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-hqfvj            Container started
2m18s       Normal    SuccessfulRescale              horizontalpodautoscaler/api-gateway                      New size: 4; reason: cpu resource utilization (percentage of request) above target
2m18s       Normal    SuccessfulCreate               replicaset/api-gateway-7ddddc4f8f                        Created pod: api-gateway-7ddddc4f8f-wwjh2
2m18s       Normal    ScalingReplicaSet              deployment/engagement-platform-service                   Scaled up replica set engagement-platform-service-7b6df4855b from 3 to 4
2m18s       Normal    SuccessfulRescale              horizontalpodautoscaler/engagement-platform-service      New size: 4; reason: cpu resource utilization (percentage of request) above target
2m18s       Normal    ScalingReplicaSet              deployment/api-gateway                                   Scaled up replica set api-gateway-7ddddc4f8f from 3 to 4
2m18s       Normal    SuccessfulCreate               replicaset/engagement-platform-service-7b6df4855b        Created pod: engagement-platform-service-7b6df4855b-mcbpd
2m17s       Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-mcbpd         Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
2m17s       Normal    Pulled                         pod/api-gateway-7ddddc4f8f-wwjh2                         Container image "ghcr.io/puaa-team/aituan/api-gateway:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m17s       Normal    Created                        pod/engagement-platform-service-7b6df4855b-mcbpd         Container created
2m17s       Normal    Started                        pod/api-gateway-7ddddc4f8f-wwjh2                         Container started
2m17s       Normal    Created                        pod/api-gateway-7ddddc4f8f-wwjh2                         Container created
2m16s       Normal    Started                        pod/engagement-platform-service-7b6df4855b-mcbpd         Container started
2m16s       Normal    Created                        pod/engagement-platform-service-7b6df4855b-mcbpd         Container created
2m16s       Normal    Started                        pod/engagement-platform-service-7b6df4855b-mcbpd         Container started
2m16s       Normal    Pulled                         pod/engagement-platform-service-7b6df4855b-mcbpd         Container image "ghcr.io/puaa-team/aituan/engagement-platform-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
2m15s       Normal    SuccessfulCreate               replicaset/trade-fulfillment-service-57cc4f96c           Created pod: trade-fulfillment-service-57cc4f96c-hknrn
2m15s       Normal    ScalingReplicaSet              deployment/trade-fulfillment-service                     Scaled up replica set trade-fulfillment-service-57cc4f96c from 3 to 4
2m15s       Normal    SuccessfulRescale              horizontalpodautoscaler/trade-fulfillment-service        New size: 4; reason: cpu resource utilization (percentage of request) above target
2m14s       Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-hknrn            Container image "busybox:1.36.1" already present on machine and can be accessed by the pod
2m14s       Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-hknrn            Container created
2m14s       Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-hknrn            Container started
2m13s       Normal    Started                        pod/trade-fulfillment-service-57cc4f96c-hknrn            Container started
2m13s       Normal    Created                        pod/trade-fulfillment-service-57cc4f96c-hknrn            Container created
2m13s       Normal    Pulled                         pod/trade-fulfillment-service-57cc4f96c-hknrn            Container image "ghcr.io/puaa-team/aituan/trade-fulfillment-service:sha-b8660d3e1a0db9dca0fd4d9d9793fed53e3fb5d4" already present on machine and can be accessed by the pod
117s        Warning   Unhealthy                      pod/merchant-catalog-service-568bf45885-mjkjh            Startup probe failed: Get "http://10.42.0.197:8082/actuator/health": dial tcp 10.42.0.197:8082: connect: connection refused
112s        Warning   Unhealthy                      pod/identity-asset-service-8648977489-t2s5t              Startup probe failed: Get "http://10.42.0.200:8081/actuator/health": dial tcp 10.42.0.200:8081: connect: connection refused
112s        Warning   Unhealthy                      pod/merchant-catalog-service-568bf45885-t646w            Startup probe failed: Get "http://10.42.0.198:8082/actuator/health": dial tcp 10.42.0.198:8082: connect: connection refused
112s        Warning   Unhealthy                      pod/identity-asset-service-8648977489-rnsgx              Startup probe failed: Get "http://10.42.0.199:8081/actuator/health": dial tcp 10.42.0.199:8081: connect: connection refused
92s         Warning   Unhealthy                      pod/identity-asset-service-8648977489-86jz5              Readiness probe failed: Get "http://10.42.0.162:8081/actuator/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
91s         Warning   Unhealthy                      pod/identity-asset-service-8648977489-rnsgx              Readiness probe failed: Get "http://10.42.0.199:8081/actuator/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
85s         Warning   Unhealthy                      pod/trade-fulfillment-service-57cc4f96c-hqfvj            Startup probe failed: Get "http://10.42.0.208:8083/actuator/health": dial tcp 10.42.0.208:8083: connect: connection refused
85s         Warning   Unhealthy                      pod/trade-fulfillment-service-57cc4f96c-5pr7c            Startup probe failed: Get "http://10.42.0.207:8083/actuator/health": dial tcp 10.42.0.207:8083: connect: connection refused
82s         Warning   Unhealthy                      pod/merchant-catalog-service-568bf45885-cpr7h            Startup probe failed: Get "http://10.42.0.204:8082/actuator/health": dial tcp 10.42.0.204:8082: connect: connection refused
81s         Warning   Unhealthy                      pod/identity-asset-service-8648977489-lbk6h              Startup probe failed: Get "http://10.42.0.206:8081/actuator/health": dial tcp 10.42.0.206:8081: connect: connection refused
77s         Warning   Unhealthy                      pod/engagement-platform-service-7b6df4855b-g4qzm         Startup probe failed: Get "http://10.42.0.205:8084/actuator/health": dial tcp 10.42.0.205:8084: connect: connection refused
77s         Warning   Unhealthy                      pod/engagement-platform-service-7b6df4855b-d9fq4         Startup probe failed: Get "http://10.42.0.203:8084/actuator/health": dial tcp 10.42.0.203:8084: connect: connection refused
75s         Warning   Unhealthy                      pod/trade-fulfillment-service-57cc4f96c-hknrn            Startup probe failed: Get "http://10.42.0.211:8083/actuator/health": dial tcp 10.42.0.211:8083: connect: connection refused
73s         Warning   Unhealthy                      pod/api-gateway-7ddddc4f8f-x6qmd                         Startup probe failed: Get "http://10.42.0.202:8080/actuator/health": dial tcp 10.42.0.202:8080: connect: connection refused
73s         Warning   Unhealthy                      pod/api-gateway-7ddddc4f8f-tbghr                         Startup probe failed: Get "http://10.42.0.201:8080/actuator/health": dial tcp 10.42.0.201:8080: connect: connection refused
68s         Warning   Unhealthy                      pod/api-gateway-7ddddc4f8f-wwjh2                         Startup probe failed: Get "http://10.42.0.209:8080/actuator/health": dial tcp 10.42.0.209:8080: connect: connection refused
67s         Warning   Unhealthy                      pod/engagement-platform-service-7b6df4855b-mcbpd         Startup probe failed: Get "http://10.42.0.210:8084/actuator/health": dial tcp 10.42.0.210:8084: connect: connection refused
